encoding,opcode,mnemonic,recognised,attributed_to,vendor_only,broad_mnemonic,broad_ext,active,n_events_deviating,lax_decode_of,verdict,recognised_zfh_incl,recognised_zfh_excl,zfh_only,reserved_rm,reserved_rm_zfh,arch_fault
0xc6004053,83,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0xc600602f,47,,False,,False,th.vamominuw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0xc600702f,47,,False,,False,th.vamominud.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0xc6007053,83,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0xc800000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xc800100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xc800400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0xca00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xca00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xca00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0xcc00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xcc00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xcc00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0xce00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xce00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xce00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0xd000000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xd0000027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0xd000100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xd0005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xd0006027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xd0007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xd0007027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0xd200000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xd2000027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0xd200100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xd2001053,83,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,none
0xd2002053,83,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,none
0xd2003053,83,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,none
0xd2004053,83,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,none
0xd2005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xd2006027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xd2007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xd2007027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0xd2007053,83,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,none
0xd400000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xd400100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xd600000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xd6000053,83,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0xd600100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xd6001053,83,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0xd6002053,83,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0xd6003053,83,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0xd6004053,83,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0xd6007053,83,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0xd800000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xd8000027,39,,False,,False,,,True,6,,undocumented_active,False,False,False,False,False,sigill
0xd800100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xd800400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0xd8005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xd8006027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xd8007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xd8007027,39,,False,,False,,,True,6,,undocumented_active,False,False,False,False,False,sigill
0xda00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xda000027,39,,False,,False,,,True,6,,undocumented_active,False,False,False,False,False,sigill
0xda00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xda00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0xda005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xda006027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xda007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xda007027,39,,False,,False,,,True,6,,undocumented_active,False,False,False,False,False,sigill
0xdc00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xdc000027,39,,False,,False,,,True,6,,undocumented_active,False,False,False,False,False,sigill
0xdc00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xdc00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0xdc005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xdc006027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xdc007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xdc007027,39,,False,,False,,,True,6,,undocumented_active,False,False,False,False,False,sigill
0xde00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xde000027,39,,False,,False,,,True,6,,undocumented_active,False,False,False,False,False,sigill
0xde00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xde00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0xde005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xde006027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xde007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xde007027,39,,False,,False,,,True,6,,undocumented_active,False,False,False,False,False,sigill
0xe000000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xe000100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xe000400b,11,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,sigsegv
0xe000602f,47,,False,,False,th.vamomaxuw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0xe000702f,47,,False,,False,th.vamomaxud.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0xe200000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xe200100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xe200400b,11,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,sigsegv
0xe200602f,47,,False,,False,th.vamomaxuw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0xe200702f,47,,False,,False,th.vamomaxud.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0xe400000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xe400100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xe400400b,11,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,sigsegv
0xe400602f,47,,False,,False,th.vamomaxuw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0xe400702f,47,,False,,False,th.vamomaxud.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0xe600000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xe600100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xe600400b,11,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,sigsegv
0xe600602f,47,,False,,False,th.vamomaxuw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0xe600702f,47,,False,,False,th.vamomaxud.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0xe800000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xe800100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xea00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xea00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xec00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xec00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xee00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xee00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xf000000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xf0000027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0xf000100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xf000400b,11,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,sigsegv
0xf0005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xf0006027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xf0007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xf0007027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0xf200000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xf2000027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0xf200100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xf200400b,11,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,sigsegv
0xf2005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xf2006027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xf2007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xf2007027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0xf400000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xf400100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xf400400b,11,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,sigsegv
0xf600000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xf600100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xf600400b,11,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,sigsegv
0xf800000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xf8000027,39,,False,,False,,,True,6,,undocumented_active,False,False,False,False,False,sigill
0xf800100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xf800400b,11,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,sigsegv
0xf8005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xf8006027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xf8007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xf8007027,39,,False,,False,,,True,6,,undocumented_active,False,False,False,False,False,sigill
0xfa00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xfa000027,39,,False,,False,,,True,6,,undocumented_active,False,False,False,False,False,sigill
0xfa00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xfa00400b,11,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,sigsegv
0xfa005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xfa006027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xfa007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xfa007027,39,,False,,False,,,True,6,,undocumented_active,False,False,False,False,False,sigill
0xfc00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xfc000027,39,,False,,False,,,True,5,,undocumented_active,False,False,False,False,False,sigill
0xfc00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xfc00400b,11,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,sigsegv
0xfc005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xfc006027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xfc007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xfc007027,39,,False,,False,,,True,5,,undocumented_active,False,False,False,False,False,sigill
0xfe00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0xfe000027,39,,False,,False,,,True,5,,undocumented_active,False,False,False,False,False,sigill
0xfe00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0xfe00400b,11,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,sigsegv
0xfe005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xfe006027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xfe007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0xfe007027,39,,False,,False,,,True,5,,undocumented_active,False,False,False,False,False,sigill
